4.352295999999999767e+05 2.635109000000000233e+05 2.822717000000000116e+05 1.933302000000000116e+05 3.746540999999999767e+05 7.720709000000000233e+05 1.308575000000000000e+05 6.231875999999999767e+05 1.962824000000000000e+06 4.772934000000000233e+05 2.314172999999999884e+05 1.322613999999999942e+05 7.551538000000000466e+04 1.404863999999999942e+04 1.233020999999999958e+03 1.608215999999999894e+03 6.121031000000000404e+02 3.462751999999999953e+03 1.027156999999999925e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.134615000000000000e+05 1.708626000000000058e+05 2.615082999999999884e+05 2.980254000000000233e+05 7.090915999999999767e+05 4.164478000000000000e+06 1.683531000000000000e+06 6.307942000000000000e+06 6.094677000000000000e+06 3.426730000000000000e+06 3.197007000000000000e+06 8.200653000000000466e+05 1.275805000000000000e+05 2.073906999999999971e+04 1.395921999999999935e+04 9.680873000000000275e+02 1.229286000000000058e+03 3.006299999999999883e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.769290000000000000e+05 2.203457999999999884e+05 2.633602999999999884e+05 4.281127000000000116e+05 9.554276999999999534e+05 1.053738000000000000e+06 1.710138000000000000e+06 4.220098000000000000e+06 5.274663000000000000e+06 5.787755000000000000e+06 3.247395000000000000e+06 2.157114000000000000e+06 1.224625000000000000e+05 2.981234000000000015e+04 2.765456000000000131e+04 6.586840000000000146e+03 2.088543999999999869e+03 7.438266999999999598e+02 7.696613999999999578e+01 1.393363000000000056e+03 2.338353000000000065e+03 1.466653000000000020e+03 1.873929000000000087e+03 8.521994999999999436e+02 4.403337000000000216e+02 6.811835000000000662e+01
1.906122999999999884e+05 2.964132999999999884e+05 2.002985000000000000e+05 2.840804000000000233e+05 1.632620000000000000e+05 6.581708000000000466e+05 2.255129000000000000e+06 2.320074000000000000e+06 3.588296000000000000e+06 5.939315000000000000e+06 1.075839000000000000e+07 3.989783000000000000e+06 1.172715000000000000e+06 1.595338999999999942e+05 2.193029000000000087e+04 1.401479000000000087e+04 1.013687000000000080e+04 4.552787000000000262e+03 3.139862999999999829e+03 5.917091999999999643e+03 4.732125000000000000e+03 3.085838999999999942e+03 2.133844999999999800e+03 6.264265000000000327e+03 4.472471999999999753e+03 2.326945000000000164e+03
3.539495999999999767e+05 7.561398000000000466e+05 1.760932999999999884e+05 2.057175000000000000e+05 8.787255999999999767e+04 2.900522000000000116e+05 1.447103000000000000e+06 1.792820000000000000e+06 5.471706000000000000e+06 1.051419000000000000e+07 1.435736000000000000e+07 7.094269000000000000e+06 3.788070000000000000e+06 1.323740000000000000e+06 1.540652000000000116e+05 2.969284000000000015e+04 4.269216000000000349e+03 3.427601999999999862e+03 3.544922000000000025e+03 5.424386000000000422e+03 5.032454999999999927e+03 8.385744000000000597e+03 5.944096999999999753e+03 6.954898000000000138e+03 7.858702000000000226e+03 1.229973999999999978e+04
5.758566999999999825e+04 5.425637999999999738e+04 1.046255000000000000e+06 6.071618000000000466e+05 2.736240999999999767e+05 3.124377999999999884e+05 1.991276000000000000e+06 6.533564000000000000e+06 6.785800000000000000e+06 6.519462000000000000e+06 4.568189000000000000e+06 5.731604000000000000e+06 7.863923000000000000e+06 4.473492000000000000e+06 2.481592000000000000e+06 6.004143000000000466e+05 1.188658000000000029e+05 1.440440999999999985e+04 3.859186999999999898e+03 8.429953999999999724e+03 2.972681999999999789e+03 4.973060000000000400e+03 7.230359000000000378e+03 9.683429000000000087e+03 1.025559000000000015e+04 1.168620000000000073e+04
3.408565000000000146e+04 1.031098999999999942e+05 3.927197999999999884e+05 3.169402000000000116e+05 1.792670000000000000e+05 2.565170000000000000e+05 3.399782000000000000e+06 5.492635000000000000e+06 3.130589000000000000e+06 2.530648000000000000e+06 2.309598000000000000e+06 3.745326000000000000e+06 5.877102000000000000e+06 1.059470000000000000e+07 6.393517000000000000e+06 2.670714000000000000e+06 1.349906000000000000e+06 8.083011999999999534e+05 1.354185000000000000e+05 1.289447999999999956e+04 1.045562000000000080e+04 1.147082999999999993e+04 2.114688000000000102e+04 6.628544999999999709e+04 1.511765000000000000e+05 1.611102000000000116e+05
7.235303999999999360e+04 9.193160000000000582e+04 2.314672000000000116e+05 5.227272999999999884e+05 2.060022000000000000e+06 2.052646000000000000e+06 3.549781000000000000e+06 3.311749000000000233e+05 4.451097999999999884e+05 9.640775999999999767e+05 1.338927000000000000e+06 2.943977000000000000e+06 7.754258000000000000e+06 2.830105000000000000e+07 1.011077000000000000e+07 9.353465000000000000e+06 3.615684000000000000e+06 2.656828000000000000e+06 1.327581000000000000e+06 1.308727000000000000e+06 7.824089000000000233e+05 1.026368000000000029e+05 2.965649000000000160e+04 5.971694000000000233e+04 3.984087999999999738e+04 7.883180999999999767e+04
5.604256999999999971e+04 6.550218000000000029e+04 1.636127000000000116e+05 1.849083000000000000e+06 5.046340000000000000e+06 1.212101000000000000e+06 3.181369000000000233e+05 3.109860000000000000e+05 6.294283000000000466e+05 1.550740000000000000e+06 2.234310000000000000e+06 4.226102000000000000e+06 4.757003000000000000e+06 8.040591000000000000e+06 1.058918000000000000e+07 8.051908000000000000e+06 8.055666000000000000e+06 7.458786000000000000e+06 6.186621000000000000e+06 6.506045000000000000e+06 3.741016000000000000e+06 4.440705000000000000e+06 1.027330000000000000e+06 7.639739000000000233e+05 1.459796000000000000e+06 2.401507000000000116e+05
1.527997999999999884e+05 7.114236999999999534e+04 1.428927999999999884e+05 1.460048000000000000e+06 2.964108000000000000e+06 3.350499000000000233e+05 1.830652000000000116e+05 3.830360999999999767e+05 1.602853000000000000e+06 2.289409000000000000e+06 2.824596000000000000e+06 5.152270000000000000e+06 3.438820000000000000e+06 3.927954000000000000e+06 5.096987000000000000e+06 5.845174000000000000e+06 1.234359000000000000e+07 9.237991000000000000e+06 1.023478000000000000e+07 1.274005000000000000e+07 1.361431000000000000e+07 1.473673000000000000e+07 8.712408000000000000e+06 6.886591000000000000e+06 7.559384000000000000e+06 6.022357000000000000e+06
