1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.428571428571428612e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.490711984999859681e+02 1.581138830084189522e+02 1.643989873053573092e+02 1.666666666666666572e+02 1.643989873053573092e+02 1.581138830084189522e+02 1.490711984999859681e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.561737618886060659e+02 1.714985851425088299e+02 1.856953381770518661e+02 1.961161351381840348e+02 2.000000000000000000e+02 1.961161351381840348e+02 1.856953381770518661e+02 1.714985851425088299e+02 1.561737618886060659e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.561737618886060659e+02 1.767766952966368876e+02 2.000000000000000000e+02 2.236067977499789663e+02 2.425356250363329593e+02 2.500000000000000000e+02 2.425356250363329593e+02 2.236067977499789663e+02 2.000000000000000000e+02 1.767766952966368876e+02 1.561737618886060659e+02 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.490711984999859681e+02 1.714985851425088299e+02 2.000000000000000000e+02 2.357022603955158786e+02 2.773500981126145462e+02 1.000000000000000000e+04 3.333333333333333144e+02 3.162277660168379043e+02 2.773500981126145462e+02 2.357022603955158786e+02 2.000000000000000000e+02 1.714985851425088299e+02 1.490711984999859681e+02 1.000000000000000000e+00
1.000000000000000000e+00 1.581138830084189522e+02 1.856953381770518661e+02 2.236067977499789663e+02 2.773500981126145462e+02 3.535533905932737753e+02 4.472135954999579326e+02 5.000000000000000000e+02 4.472135954999579326e+02 3.535533905932737753e+02 2.773500981126145462e+02 2.236067977499789663e+02 1.856953381770518661e+02 1.581138830084189522e+02 1.000000000000000000e+00
1.000000000000000000e+00 1.643989873053573092e+02 1.961161351381840348e+02 2.425356250363329593e+02 3.162277660168379043e+02 4.472135954999579326e+02 7.071067811865475505e+02 1.000000000000000000e+03 7.071067811865475505e+02 4.472135954999579326e+02 3.162277660168379043e+02 2.425356250363329593e+02 1.961161351381840348e+02 1.643989873053573092e+02 1.000000000000000000e+00
1.428571428571428612e+02 1.666666666666666572e+02 2.000000000000000000e+02 2.500000000000000000e+02 1.000000000000000000e+04 5.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+03 1.000000000000000000e+03 1.000000000000000000e+04 3.333333333333333144e+02 2.500000000000000000e+02 2.000000000000000000e+02 1.666666666666666572e+02 1.428571428571428612e+02
1.000000000000000000e+00 1.643989873053573092e+02 1.961161351381840348e+02 2.425356250363329593e+02 3.162277660168379043e+02 4.472135954999579326e+02 7.071067811865475505e+02 1.000000000000000000e+03 7.071067811865475505e+02 4.472135954999579326e+02 3.162277660168379043e+02 2.425356250363329593e+02 1.961161351381840348e+02 1.643989873053573092e+02 1.000000000000000000e+00
1.000000000000000000e+00 1.581138830084189522e+02 1.856953381770518661e+02 2.236067977499789663e+02 2.773500981126145462e+02 3.535533905932737753e+02 4.472135954999579326e+02 5.000000000000000000e+02 4.472135954999579326e+02 3.535533905932737753e+02 2.773500981126145462e+02 2.236067977499789663e+02 1.856953381770518661e+02 1.581138830084189522e+02 1.000000000000000000e+00
1.000000000000000000e+00 1.490711984999859681e+02 1.714985851425088299e+02 2.000000000000000000e+02 2.357022603955158786e+02 2.773500981126145462e+02 3.162277660168379043e+02 1.000000000000000000e+04 3.162277660168379043e+02 2.773500981126145462e+02 2.357022603955158786e+02 2.000000000000000000e+02 1.714985851425088299e+02 1.490711984999859681e+02 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.561737618886060659e+02 1.767766952966368876e+02 2.000000000000000000e+02 2.236067977499789663e+02 2.425356250363329593e+02 2.500000000000000000e+02 2.425356250363329593e+02 2.236067977499789663e+02 2.000000000000000000e+02 1.767766952966368876e+02 1.561737618886060659e+02 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.561737618886060659e+02 1.714985851425088299e+02 1.856953381770518661e+02 1.961161351381840348e+02 2.000000000000000000e+02 1.961161351381840348e+02 1.856953381770518661e+02 1.714985851425088299e+02 1.561737618886060659e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.490711984999859681e+02 1.581138830084189522e+02 1.643989873053573092e+02 1.666666666666666572e+02 1.643989873053573092e+02 1.581138830084189522e+02 1.490711984999859681e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.428571428571428612e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
